Id,PostTypeId,Title,Body,Score,ViewCount,Tags
"2954477","1","How to find commits by a specific user in Git?","<p>Our project uses Git as the version control system and recently I needed to review someone's commits. How can I see a list of commits made by a specific user?</p>
","77","26327","<git><version-control><commit>"
"7726949","1","Remove local branches no longer on remote","<p>Is there a simple way to delete all local branches which do not have a remote equivalent?</p>

<p>Example:</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>origin/master</li>
<li>origin/bug-fix-a</li>
<li>origin/bug-fix-b</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Locally, I only have a master branch. Now I need to work on <em>bug-fix-a</em>, so I check it out, work on it, and push changes to the remote. Next I do the same with <em>bug-fix-b</em>.</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>bug-fix-a</li>
<li>bug-fix-b</li>
<li>origin/master</li>
<li>origin/bug-fix-a</li>
<li>origin/bug-fix-b</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Now I have local branches <em>master</em>, <em>bug-fix-a</em>, <em>bug-fix-b</em>. The Master branch maintainer will merge my changes into <em>master</em> and delete all branches he has already merged.</p>

<p>So the current state is now:</p>

<p>Branches (local and remote)</p>

<ul>
<li>master</li>
<li>bug-fix-a</li>
<li>bug-fix-b</li>
<li>origin/master</li>
<li>origin/bug-fix-c</li>
</ul>

<p>Now I would like to call some command to delete branches (in this case <em>bug-fix-a</em>, <em>bug-fix-b</em>), which are no longer represented in the remote repository.</p>

<p>It would be something like the existing command <code>git remote prune origin</code>, but more like <code>git local prune origin</code>.</p>
","129","39949","<git><remoting><git-branch>"
"928646","1","How do I tell git to always select my local version for conflicted merges on a specific file?","<p>Say I'm collaborating with someone via a git repository, and there is a particular file that I never want to accept any external changes to.</p>

<p>Is there any way for me to set up my local repo to not complain about a conflicted merge every time I git pull? I'd like to always select my local version when merging this file.</p>
","69","28431","<git><git-merge>"
"2988088","1","Do git tags get pushed as well?","<p>Since I created my repository it appears that the tags I have been
creating are not pushed to the repository. When I do git tag on the
local directory all the tags are present, but when I logon to the
remote repository and do a git tag, only the first few show up.</p>

<p>What could the problem be? </p>
","96","28559","<git><tags>"
"1016798","1","Excluding files from git-diff","<p>I am tracking a project with git. There are some Xcode project files in the working copy that I want to keep tracking, but do not want to see in diffs, because there are always dozens of changed lines that I am never interested in. Is there a simple way to have <code>git-diff</code> skip these files? I’ve tried to set up a custom “silent” diff tool:</p>

<pre>
$ cat .gitattributes 
Project.xcodeproj/* diff=nodiff

$ cat ~/.gitconfig 
[diff ""nodiff""]
    command = /bin/true
</pre>

<p>But:</p>

<pre>
$ git diff
external diff died, stopping at Project.xcodeproj/zoul.mode1v3.
</pre>

<p>What am I doing wrong?</p>
","45","14123","<git>"
"1028649","1","How do you rename a Git tag?","<p>Today I was looking through the logs for a project and realized that I fat fingered a tag name some time ago. Is there some way to rename the tag? Google hasn't turned up anything useful.</p>

<p>I realize I could check out the tagged version and make a new tag, I even tried that. But that seems to create a tag object that isn't quite right. For one,</p>

<pre><code>git tag -l
</code></pre>

<p>lists it out of order relative to all of the other tags. I have no idea if that's significant, but it leads me to believe that the new tag object isn't quite what I want. I can live with that, because I really only care that the tag name matches the documentation, but I'd rather do it ""right"", assuming there is a right way to do this.</p>
","658","107837","<git><tags><rename><git-tag>"
"1105253","1","How would I extract a single file (or changes to a file) from a git stash?","<p>I'd like to know if it is possible to extract a single file or diff of a file from a git stash without popping the stash changeset off.</p>

<p>Might anyone be able to provide some suggestions/ideas about this?</p>
","351","78506","<git><git-stash>"
"2316677","1","Can git automatically switch between spaces and tabs?","<p>I use tabs for indentation in my python programs, but I would like to collaborate (using git) with people who use spaces instead.</p>

<p>Is there a way for git to automatically convert between spaces and tabs (say, 4 spaces = 1 tab) on pushing/fetching? (similar to the CR/LF conversion)</p>
","130","28063","<git><tabs><indentation>"
"9550437","1","how to make Git ignore .idea files created by Rubymine","<p>I use Rubymine for Rails projects. Very often, Rubymine makes changes in <code>.idea/*</code> files that I don't care about. But it keeps preventing me from checking out new branches, and makes my version of <code>.idea/</code> different from my coworkers.</p>

<p>We already added <code>.idea/</code> to <code>.gitignore</code>, but it keeps tracking changes in <code>.idea</code>. How should I do this the right way?</p>

<p>Below is one of typical error messages I got:</p>

<pre><code>error: Your local changes to the following files would be overwritten by checkout:
    .idea/workspace.xml
</code></pre>
","61","68555","<git><rubymine>"
"2332349","1","Best practices for cross platform git config?","<h2>Context</h2>

<p>A number of my application user configuration files are kept in a git repository for easy sharing across multiple machines and multiple platforms. Amongst these configuration files is <code>.gitconfig</code> which contains the following settings for handling the carriage return linefeed characters</p>

<pre><code>[core]
    autocrlf = true
    safecrlf = false
</code></pre>

<h2>Problem</h2>

<p>These settings also gets applied on a GNU/Linux platform which causes obscure errors. </p>

<h2>Question</h2>

<p>What are some best practices for handling these platform specific differences in configuration files? </p>

<h2>Proposed solution</h2>

<p>I realize this problem could be solved by having a branch for each platform and keeping the common stuff in master and merging with the platform branch when master moves forward. I'm wondering if there are any <em>easier</em> solutions to this problem?</p>
","38","17617","<git><git-config>"
"2358643","1","Git: Discard all changes on a diverged local branch","<p>I have a local topic branch that's tracking a remote branch. For the sake of argument, say the commit histories look like this:</p>

<pre><code>A--B--C--O1--O2--O3 (origin/phobos)
       \
         L1--L2--L3 (phobos)
</code></pre>

<p>Having looked at the relative commit histories, I now want to discard all the changes to the local <code>phobos</code> branch and get it back to being a direct copy of <code>origin/phobos</code>, so that the local history looks like this:</p>

<pre><code>A--B--C--O1--O2--O3 (phobos origin/phobos)
</code></pre>

<p>I really don't want the local changes to the <code>phobos</code> branch, and I really don't want any merges to show up in the origin repository afterwards. (So, just merging isn't what I have in mind.)</p>

<p>This seems like it should be really easy, but my google-fu has failed me.  How do I do this?</p>
","57","28110","<git>"
"9589814","1","How do I force git pull to overwrite everything on every pull?","<p>I have a CENTRAL bare repository that has three developer repositories pulling and pushing to it normally.</p>

<p>I also have two other repositories that pull from the CENTRAL bare repo: one is the live server, and the other is a test/stage server—each pulling from its own respective branch.</p>

<p>The scenario is this: I have a <code>post-update</code> hook script on the CENTRAL repo that automatically accesses the test and live repos and runs a pull command on each. This updates both test and live servers, all depending on what branch has new commits. This all works great.</p>

<p>The problem is this: there may be times in an emergency that files may be directly updated on the server (via ftp or whatever) and the CENTRAL post-update script will then fail since merge/overwrite conflicts will occur. There is no way to avoid this scenario, and it is inevitable.</p>

<p>What I would like to have happen is this: I want the pull from the live and test sites to <em>always</em> overwrite/merge on pull. <strong><em>Always.</em></strong> These repos will be pull-only as they are not for development.</p>

<p>In all my research, i cannot find a good solution to have a pull <em>always</em> force an overwrite of the local files. Is this at all possible? It would make for a great development scenario if so.</p>

<p>Thanks in advance!  </p>
","93","115645","<git><git-pull>"
"7194877","1","How make Eclipse/EGit recognize existing repository information after update?","<p>After upgrading Eclipse from Helios to Indigo with EGit plugin 1.0.0, all my projects seem to have lost their metadata about their git repositories, respectively.</p>

<p>In Helios, every Eclipse project was a git repository on its own. When updating to Indigo, i hoped i could continue using the workspace from Helios. After the update, all projects are still present in the workspace; and in each project directory, there's still the <code>.git</code> subdirectory, but Eclipse seems to treat each project as if it wasn't a git repository already.</p>

<p>So, there's still all git metadata in the project folders, but eclipse doesn't recognize them. Is there another way to ""reactivate"" the git functionality?</p>
","173","52891","<git><eclipse>"
"9597410","1","List all developers on project in git","<p>Is it possible to list all users that contributed to project (users that have done commits) in git? Any additional statistics?</p>
","57","9742","<git>"
"173919","1","Is there a ""theirs"" version of ""git merge -s ours""?","<p>When merging topic branch ""B"" into ""A"" using <code>git merge</code>, I get some conflicts. I know all the conflicts can be solved using the version in ""B"".</p>

<p>I am aware of <code>git merge -s ours</code>. But what I want is something like <code>git merge -s theirs</code>. </p>

<p>Why doesn't it exist? How can I achieve the same result after the conflicting merge with existing <code>git</code> commands? (<code>git checkout</code> every unmerged file from B)</p>

<p>UPDATE: The ""solution"" of just discarding anything from branch A (the merge commit point to B version of the tree) is not what I am looking for.</p>
","423","195836","<git><git-merge>"
"7229885","1","What are the differences between .gitignore and .gitkeep?","<p>What are the differences between <code>.gitignore</code> and <code>.gitkeep</code>? Are they the same thing with a different name, or do they both serve a different function? I don't seem to be able to find much documentation on <code>.gitkeep</code>.</p>
","841","121484","<git><gitignore>"
"277029","1","Combining multiple git repositories","<p>Let's say I've got a setup that look something like</p>

<pre><code>phd/code/
phd/figures/
phd/thesis/
</code></pre>

<p>For historical reasons, these all have their own git repositories. But I'd like to combine them into a single one to simplify things a little. For example, right now I might make two sets of changes and have to do something like</p>

<pre><code>cd phd/code
git commit 
cd ../figures
git commit
</code></pre>

<p>It'd be (now) nice to just to perform</p>

<pre><code>cd phd
git commit
</code></pre>

<p>There seems to be a couple of ways of doing this using submodules or pulling from my sub-repositories, but that's a little more complex than I'm looking for. At the very least, I'd be happy with</p>

<pre><code>cd phd
git init
git add [[everything that's already in my other repositories]]
</code></pre>

<p>but that doesn't seem like a one-liner. Is there anything in <code>git</code> that can help me out?</p>
","159","51506","<git>"
"277077","1","How can I find the location of origin/master in git, and how do I change it?","<p>I'm a Git newbie.  I recently moved a Rails project from Subversion to Git.  I followed the tutorial here: <a href=""http://www.simplisticcomplexity.com/2008/03/05/cleanly-migrate-your-subversion-repository-to-a-git-repository/"">http://www.simplisticcomplexity.com/2008/03/05/cleanly-migrate-your-subversion-repository-to-a-git-repository/</a></p>

<p>I am also using unfuddle.com to store my code.  I make changes on my Mac laptop on the train to/from work and then push them to unfuddle when I have a network connection using the following command:</p>

<pre><code>git push unfuddle master
</code></pre>

<p>I use Capistrano for deployments and pull code from the unfuddle repository using the master branch.</p>

<p>Lately I've noticed the following message when I run ""git status"" on my laptop:</p>

<pre><code># On branch master
# Your branch is ahead of 'origin/master' by 11 commits.
#
nothing to commit (working directory clean)
</code></pre>

<p>And I'm confused as to why.  I thought my laptop was the origin... but don't know if either the fact that I originally pulled from Subversion or push to Unfuddle is what's causing the message to show up.  How can I:</p>

<ol>
<li>Find out where Git thinks 'origin/master' is?</li>
<li>If it's somewhere else, how do I turn my laptop into the 'origin/master'?</li>
<li>Get this message to go away. It makes me think Git is unhappy about something.</li>
</ol>

<p>My mac is running Git version 1.6.0.1.</p>

<p><hr /></p>

<p>When I run <code>git remote show origin</code> as suggested by dbr, I get the following:</p>

<pre><code>~/Projects/GeekFor/geekfor 10:47 AM $ git remote show origin
fatal: '/Users/brian/Projects/GeekFor/gf/.git': unable to chdir or not a git archive
fatal: The remote end hung up unexpectedly
</code></pre>

<p>When I run <code>git remote -v</code> as suggested by Aristotle Pagaltzis, I get the following:</p>

<pre><code>~/Projects/GeekFor/geekfor 10:33 AM $ git remote -v
origin  /Users/brian/Projects/GeekFor/gf/.git
unfuddle    git@spilth.unfuddle.com:spilth/geekfor.git
</code></pre>

<p>Now, interestingly, I'm working on my project in the <code>geekfor</code> directory but it says my origin is my local machine in the <code>gf</code> directory.  I believe <code>gf</code> was the temporary directory I used when converting my project from Subversion to Git and probably where I pushed to unfuddle from.  Then I believe I checked out a fresh copy from unfuddle to the <code>geekfor</code> directory.</p>

<p>So it looks like I should follow dbr's advice and do:</p>

<pre><code>git remote rm origin
git remote add origin git@spilth.unfuddle.com:spilth/geekfor.git
</code></pre>
","199","114669","<git><git-push><git-remote>"
"348170","1","Undo 'git add' before commit","<p>I mistakenly added files using the command:</p>

<pre><code>git add myfile.txt
</code></pre>

<p>I have not yet run <code>git commit</code>. Is there a way to undo this, so these files won't be included in the commit?</p>
","4890","1233899","<git><version-control><git-stage>"
"367262","1","git commit - setting timestamps into the future","<p>I need to make some commits using Git but I would like the timestamp in git-log to be in the future.</p>

<p>How can I do a commit in git that causes a future timestamp to register in the git-log?</p>
","40","14238","<git>"
"12144633","1","which gitignore rule is ignoring my file","<p>Is there any way to see why some file is getting ignored by git (i.e. which rule in a <code>.gitignore</code> file is causing the file to be ignored)?</p>

<p>Imagine I have this (or a much more complex scenario, with hundreds of folders and tens of <code>.gitignore</code> files:</p>

<pre><code>/
-.gitignore
-folder/
    -.gitignore
    -subfolder/
              -.gitignore
              -file.txt
</code></pre>

<p>If I run <code>git add folder/subfolder/file.txt</code> git may complain of it being ignored:</p>

<pre><code>The following paths are ignored by one of your .gitignore files:
folder/subfolder/file.txt
Use -f if you really want to add them.
</code></pre>

<p>Is there any way to know which of all the possible <code>.gitignore</code> have a rule to ignore this file, and also show the rule? Like:</p>

<pre><code>The following paths are ignored by your folder/.gitignore file (line 12: *.txt)
folder/subfolder/file.txt
Use -f if you really want to add them.
</code></pre>

<p>Or just:</p>

<pre><code>$ git why-is-ignored folder/subfolder/file.txt
folder/.gitignore:12:*.txt
</code></pre>
","122","15372","<git><gitignore>"
"9750606","1","git still shows files as modified after adding to .gitignore","<p>i'm adding this to <strong>.gitignore</strong> file</p>

<pre><code>.idea/*
</code></pre>

<p>but anyway the status is:</p>

<pre><code>#       modified:   .gitignore
#       modified:   .idea/.generators
#       modified:   .idea/dovezu.iml
#       modified:   .idea/misc.xml
#       modified:   .idea/workspace.xml
</code></pre>

<p>what am i doing wrong ?
i even added .idea/* to the global <strong>~/.gitignore_global</strong>
but git status, anyway shows me:</p>

<pre><code>#       modified:   .gitignore
#       modified:   .idea/.generators
#       modified:   .idea/dovezu.iml
#       modified:   .idea/misc.xml
#       modified:   .idea/workspace.xml
</code></pre>
","68","17589","<git><gitignore>"
"12174276","1","GitHub - List commits by author","<p>Is there any way on <a href=""http://github.com/"">GitHub</a> to list all commits made by a single author, in the browser (neither locally, e.g. via <code>git log</code>, nor via the API)?</p>

<p>Clicking on a user name in the list of commits (Commit History) simply leads to that user's profile page. Examining the GitHub UI and searching (Google, StackOverflow) does not reveal a way to do this.</p>
","63","29146","<git><github>"
"5010754","1","Do collaborators have commit access on GitHub?","<p>One thing I noticed: Using the GitHub UI, I added a collaborator to a repository. I saw that they committed changes without any authority / approval from me. It was a private repository.</p>

<p>With private repositories, how do I give someone read access versus write access?</p>
","38","29517","<git><github>"
"7393274","1","Is it possible to view multiple git branches at the same time for the same project?","<p>I have 2 branches, which are not ready to be merged yet, but have some complementary logic, which I'd like to review (before merging)</p>

<p>Can I check out multiple git branches of the same project? Is it possible?</p>
","32","9008","<git><branch><git-checkout>"
"2590260","1","When will `git pull --rebase` get me in to trouble?","<p>I understand that when I use <code>git pull --rebase</code>, git will re-write history and move my local commits to occur after all of the commits in the branch I just pulled from.  </p>

<p>What I don't understand is how this would ever be a bad thing.  People talk about getting in to trouble with <code>git pull --rebase</code> where you can end up with a branch that other people can't pull from.  But I don't get how that's possible since all you're doing is replaying your local, not-yet-public, commits on top of the branch you pulled from.  So, what's the problem there?</p>
","32","2839","<git><rebase><pull>"
"14662526","1","Why Git is not allowing me to commit even after configuration?","<p>This question seems like a duplicate but it's really not. Just a slight difference that keeps on repeating. git keeps on telling me: ""please tell me who you are"", even after setting it up. when I run <code>git commit</code>, this is what I get....</p>

<pre><code>$ git commit

*** Please tell me who you are.

Run

git config --global user.email ""you@example.com""

git config --global user.name ""Your Name""

to set your account's default identity.
Omit --global to set the identity only in this repository.

fatal: unable to auto-detect email address (got 'Obby@ObbyWorkstation.(none)')
</code></pre>

<p>But when I run <code>git config --global -l</code>, it gives me all my details...</p>

<pre><code>$ git config --global -l
user.name=myname
user.mail=me.myself@gmail.com
http.proxy=proxy.XX.XX.XX:XXXX
</code></pre>

<p>I have changed my name, email and proxy but they are appearing fine when I run the command, even in the .gitconfig file I can see the values are set. what could be the missing thing, because I cannot commit at all. Every time it keeps asking me who I am ?</p>

<p>@sheu told me something that i changed, but still the same problem. when i set <code>--local</code>, still <code>git commit</code> asks me the same question. this is the output</p>

<pre><code>$ git config --local -l
core.repositoryformatversion=0
core.filemode=false
core.bare=false
core.logallrefupdates=true
core.symlinks=false
core.ignorecase=true
core.hidedotfiles=dotGitOnly
user.name=myname
user.mail=me.myself@gmail.com
</code></pre>
","48","49983","<git><github><commit><config>"
"456403","1","Can git be integrated with Xcode?","<p>Is there any way to use a git repository with the built in SCM functions of Xcode?</p>
","121","59147","<xcode><git><version-control><integration>"
"5047366","1","Why does `git stash -p` sometimes fail?","<p>I ♥ <code>git stash -p</code>. But sometimes, after a satisfying session of <code>y</code>, <code>n</code>, and <code>s</code>, I get this:</p>

<pre><code>Saved working directory and index state WIP on foo: 9794c1a lorum ipsum
error: patch failed: spec/models/thing_spec.rb:65
error: spec/models/thing_spec.rb: patch does not apply
Cannot remove worktree changes
</code></pre>

<p>Why?</p>
","56","3256","<git><git-stash>"
"457379","1","How do I edit an incorrect commit message in git (I've pushed)?","<p>I want to modify a commit message deeper in history and I've pushed many new commits. </p>

<p>How do I change the commit message? Is it possible?</p>
","96","65286","<git><commit-message>"
"26620312","1","Installing Git in PATH with GitHub client for Windows","<p>How do I install Git in my <code>PATH</code> when using the GitHub client for Windows?</p>

<p>I'm running into errors because apparently Git is not installed in PATH. For example, using Atom, trying to install the Linter plugin gives this error:</p>

<pre><code>npm ERR! not found: git
npm ERR! 
npm ERR! Failed using git.
npm ERR! This is most likely not a problem with npm itself.
npm ERR! Please check if you have git installed and in your PATH.
</code></pre>

<p>Does GitHub for Windows install Git when it installs? (It must, otherwise how does it use Git?) I don't want to double-install it... so how do I just add the Git that's already there to PATH?</p>
","43","58454","<git><github><github-for-windows>"
"5066041","1","git: moving committed (but not pushed) changes to a new branch","<p>I've done a fair bit of work (""Your branch is ahead of 'origin/master' by 37 commits."") which really should have gone into its own branch rather than into <code>master</code>.  These commits only exist on my local machine and have not been pushed to <code>origin</code>, but the situation is complicated somewhat in that other devs have been pushing to <code>origin/master</code> and I've pulled those changes.</p>

<p>How do I retroactively move my 37 local commits onto a new branch?  Based on the docs, it appears that <code>git rebase --onto my-new-branch master</code> or <code>...origin/master</code> should do this, but both just give me the error ""fatal: Needed a single revision"".  <code>man git-rebase</code> says nothing about providing a revision to <code>rebase</code> and its examples do not do so, so I have no idea how to resolve this error.</p>

<p>(Note that this is <strong>not</strong> a duplicate of <a href=""http://stackoverflow.com/questions/1394797/git-how-to-move-existing-work-to-new-branch"">Git: How to move existing work to new branch?</a> or <a href=""http://stackoverflow.com/questions/556923/git-how-to-merge-my-local-working-changes-into-another-branch"">Git: how to merge my local, working changes into another branch</a> as those questions deal with uncommitted changes in the local working tree, not changes which have been committed locally.)</p>
","151","28895","<git>"
"505467","1","Can I store the .git folder outside the files I want tracked?","<p>I have an unusual idea to use git as a backup system. So let's say I have a directory ./backup/myfiles and I want to back that up using git. To keep things clean I don't want to have a .git directory in the myfiles folder, so I thought I could create ./backup/git_repos/myfiles. From looking at the git docs, I've tried doing this:</p>

<pre><code>$ cd backup/myfiles
$ mkdir ../git_repos/myfiles
$ git --git-dir=../git_repos/myfiles init
Initialized empty Git repository in backup/git_repos/myfiles/
$ git --git-dir=""../git_repos/myfiles/"" add foo
fatal: pathspec 'foo' did not match any files
</code></pre>

<p>You can see the error message I get there. What am I doing wrong?</p>
","94","25848","<git>"
"9839083","1","Git number of commits per author on all branches","<p>I'd like to get the number of commits per author on all branches. I see that</p>

<pre><code>git shortlog -s -n
</code></pre>

<p>Prints a very nice list but it is not counting the commits that are not yet merged from other branches. If iterate this command over every branch then obviously the common commits get counted multiple times. Could you give me a script/command that would yield me the overall picture?</p>
","101","17207","<git><version-control><commit>"
"2701078","1","How to use Git on Android?","<p>I have a desktop application using git for synchronization. I have also an android application which do the same as the desktop, but I don't know how to do the synchronization part on it. I haven't found any implementation of git on android. I found a jgit, but its unwell documented and I was not able to do even a commit with that. </p>

<p>I was thinking about remote commands to my git server from my android app, but this is really a tease for me. 
Could you tell me if any other git implementation which can be used on android exists? If you have any idea how to solve that, please tell me. </p>
","44","43874","<android><git><synchronization>"
"584522","1","How to export revision history from mercurial or git to cvs?","<p>I'm going to be working with other people on code from a project that uses cvs. We want to use a distributed vcs to make our work and when we finish or maybe every once in a while we want to commit our code and all of our revision history to cvs. We don't have write access to the project's cvs repo so we can't commit very frequently. What tool can we use to export our revision history to cvs? Currently we were thinking of using git or mercurial but we could use another distributed vcs if it could make the export easier. </p>
","95","40527","<git><mercurial><export><cvs><git-cvs>"
"9903541","1","Finding diff between current and last versions?","<p>Using git, how can you find the difference between the current and the last versions?</p>

<pre><code>git diff last version:HEAD
</code></pre>
","250","134743","<git>"
"612580","1","How does Git solve the merging problem?","<p>SVN made branching much easier by making branches really cheap, but merges remain a real problem in SVN - one that Git supposedly solves.</p>

<p>Does Git achieve this, and how?</p>

<p>(disclaimer: All I know about Git is based on the Linus lecture - total git noob here)</p>
","49","15964","<svn><git><version-control>"
"7566416","1","Different commits between two branches","<p>I have two branches <code>devel</code> and <code>next</code>. In devel I have a more or less huge amount of commits. Some of the commits are cherry picked in <code>next</code>. Also I added some commits to next which are merged to <code>devel</code>.</p>

<p>Now I would like to see what is missing in <code>next</code>, so I can test the changes in detail before bringing them to <code>next</code>. My question is now, how can I see which commits are in <code>devel</code> but not in next? </p>
","106","33269","<git>"
"661018","1","Pushing an existing git repository to SVN","<p>I've been doing all my work in Git and pushing to GitHub. I've been very happy with both the software and the site and I have no wish to change my working practices at this point.</p>

<p>My PhD adviser is asking all students to keep their work in an SVN repository that's hosted at the university. I've found tons of documentation and tutorials about to pull down an existing SVN repo into git, but nothing about pushing a git repo to a fresh SVN repo. I expect there must be some way to do this with a combination of git-svn and a fresh branch and rebasing and all those wonderful terms, but I'm a git newbie and don't feel confident with any of them.</p>

<p>I then want to just run a couple of commands to push commits to that SVN repo when I choose, I wish to keep using Git and just have the SVN repo mirror what's in Git.</p>

<p>I'll be the only person ever committing to SVN, if this makes any difference.</p>

<p>Any instructions on how to do this would be very much appreciated!</p>
","317","77951","<svn><git><git-svn>"
"708202","1","Git format-patch to be svn compatible?","<p>Is there any way to get a patch created with git format-patch to be svn compatible so that I can submit it to an svn repo?</p>

<p>I'm working off an svn repo on github and want to submit my changes back to the main repo. I need to create a patch to do this, however the patch cannot be applied since git formats that patch differently then svn. Is there some secret I haven't discovered yet?</p>

<p><strong>UPDATE:</strong> Although currently there exists no script or native git way to do this, I did managed to find a post from earlier this year about how to manually accomplish this. I have followed the instructions and had success getting my git patches to work with svn.</p>

<p>If someone could take a stab at writing a script to accomplish this and contribute to the git project, I'm everyone would be much appreciated.</p>

<p><a href=""http://kerneltrap.org/mailarchive/git/2008/1/15/570308/thread#mid-570308"">http://kerneltrap.org/mailarchive/git/2008/1/15/570308/thread#mid-570308</a></p>
","72","21363","<svn><git><format-patch>"
"9994093","1","Automatic merge of pull requests on Github without the merge bubble","<p>The ""This pull request can be automatically merged [Merge pull request]"" button in github is great -- except that it creates merge bubbles. </p>

<p>Is there a way to use this button/functionality in github without it creating merge bubbles? </p>
","36","6410","<git><github>"
"7615807","1","renamed heroku app from website, now it's not found","<p>After renaming my heroku app from the heroku website, whenever I cd to it's directory in a terminal and run any heroku command, I get <code>App not found</code>. Does anybody know of a way to remedy this?</p>
","160","25014","<git><heroku>"
"5256021","1","Send a pull request on GitHub for only latest commit","<p>I forked a project on github and am successfully making changes to my local master and pushing to origin on github. I want to send a pull request, but only want to include the last commit.  The pull request UI on github.com shows the last 9 commits and I don't know how to filter that down.</p>

<p>I was trying to understand if I should create a new local branch, check that out and somehow reset or rebase to upstream?  Then apply my last commit from my master by id to the new local branch and use that for the pull request?</p>

<p>I'm trying to get the concepts right and figure out the right command lines to do what I need.</p>
","199","45350","<git><github><pull-request>"
"2835775","1","Msysgit bash is horrendously slow in Windows 7","<p>I love git and use it on OS X pretty much constantly at home.  At work, we use svn on Windows, but want to migrate to git as soon as the tools have fully matured (not just <a href=""http://code.google.com/p/tortoisegit/"">TortoiseGit</a>, but also something akin the really nice Visual Studio integration provided by <a href=""http://www.visualsvn.com/visualsvn/"">VisualSVN</a>).  But I digress...</p>

<p>I recently installed <a href=""http://code.google.com/p/msysgit/"">msysgit</a> on my Windows 7 machine, and when using the included version of bash, it is <strong>horrendously</strong> slow.  And not just the git operations; <code>clear</code> takes about five <em>seconds</em>.  AAAAH!</p>

<p>Has anyone experienced a similar issue?</p>

<hr>

<p><strong>Edit</strong>:  It <em>appears</em> that msysgit is not playing nicely with <a href=""http://en.wikipedia.org/wiki/User_Account_Control"">UAC</a> and might just be a tiny design oversight resulting from developing on XP or running Vista or 7 with UAC disabled; starting Git Bash using <code>Run as administrator</code> results in the lightning speed I see with OS X (or on 7 after starting Git Bash w/o a network connection - see @Gauthier answer).</p>

<p><strong>Edit 2</strong>: <a href=""http://code.google.com/p/msysgit/issues/detail?id=320"">AH HA!</a>  See my answer.</p>
","78","33352","<git><windows-7><msysgit>"
"2862590","1","How to replace master branch in git, entirely, from another branch? ","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/2763006/change-the-current-branch-to-master-in-git"">Change the current branch to master in git</a>  </p>
</blockquote>



<p>I have two branch in my git repo:</p>

<ol>
<li>master</li>
<li>seotweaks (created originally from master)</li>
</ol>

<p>I created ""seotweaks"" with the intention of quickly merging it back into master, however that was 3 months ago and the code in this branch is 13 versions ahead of ""master"", it has effectively become our working master branch as all the code in ""master"" is more or less obsolete now. </p>

<p>Very bad practice I know, lesson learnt.</p>

<p>Do you know how I can replace all of the contents of the ""master"" branch with those in ""seotweaks""?</p>

<p>I could just delete everything in ""master"" and merge, but this does not feel like best practice.</p>
","790","221305","<git><merge><git-branch>"
"807782","1","Google Code + SVN or GitHub + Git","<p>Let me start by telling you that I never used anything besides SVN and I'm also a Windows user.</p>

<p>I have a couple of simple projects that are open-source, others are on their way when I'm happy enough to release their source code. Either way, I was thinking of using Google Code and SVN to share the source code of my projects instead of providing a link to the source on my website. This has always been a pain because I had to update the binaries and the code every time I released a new version. This would also help me to have a backup of my code some where instead of just my local machine (I used to have a local Subversion server running).</p>

<p>What I want from a service like this is very simple... <strong>I just want a place to store my source code that people can download if they want, that allows me to control revisions and provide a simple and easy issue/bug system so people can submit bugs and stuff like that.</strong> I guess both of them have this.</p>

<p>But I don't want to host any binaries in their websites. I want this to be hosted on my website so I can control download statistics with my own scripts. I also don't have a need for wiki pages as I prefer to have all the documentation on my own website. Do any of these services provide a way to ""disable"" features like wiki and downloads and not show them at all for my project(s)?</p>

<p>Now, I'm sure there are lots of pros and cons about using Google Code with SVN and GitHub with Git (of course) but here's what's important for me on each one, and why I like them:</p>

<p><strong>Google Code:</strong></p>

<ul>
<li>As with any Google page, the complexity is almost non-existent</li>
<li>Everyone (or almost everyone) has a Google account, whcih is nice if people want to report problems using the issues system</li>
</ul>

<p><strong>GitHub:</strong></p>

<ul>
<li>May (or may not) be a little more complex (not a problem for me though) than Google's pages but...</li>
<li>...has a much prettier interface than Google's service</li>
<li>It needs people to be registered on GitHub to post about issues</li>
<li>I like the fact that with Git, you have your own revisions locally (can I use TortoiseGit for this or?)</li>
</ul>

<p>Basically that's it. Not much, I know...</p>

<p>What other common pros and cons can you tell me about each site/software? Keep in mind that my projects are simple, I'm probably the only one who will ever develop these projects on these repositories (or maybe not, but for now I am).</p>
","59","26168","<svn><git><github><google-code>"
"2863756","1","Is there a single Git command to get the current tag, branch and commit?","<p>I'm currently using a collection of three commands to get the current tag, branch and the date and SHA1 of the most recent commit.</p>

<pre><code>git describe --always --tag
git log -1 --format=""%H%n%aD""
git rev-parse --abbrev-ref HEAD
</code></pre>

<p>Which will output something like:</p>

<pre><code>1.2.3-5-gdeadbeef
deadbeef3b8d90071c24f51ac8f26ce97a72727b
Wed, 19 May 2010 09:12:34 +0200
master
</code></pre>

<p>To be honest, I'm totally fine with this. But I'm using these commands from Maven and anyone who'd used Maven before, knows how much things like external commands bloat the POM. I just want to slim down my pom.xml and maybe reduce execution time a bit.   </p>
","42","27975","<git><maven><command-line><mavanagaiata>"
